HomeDetailID,PolicyID,PropertyAddress,PropertyType,PropertyValue,SquareFootage,YearBuilt,ConstructionType,RoofType,SecuritySystem,FloodZone
5394,107712,"27940 Vincent Mountain Apt. 773, Hallborough",Apartment,762070.83,4624,2011,Steel,,0,0
5395,107723,"49989 Holly Fields Suite 631, Elizabethbury",Condo,397521.82,3447,2021,Brick,,0,0
5396,107730,"5887 Jackson Estates Apt. 516, North Kevinside",Single-Family,224829.38,1076,1971,Concrete,,1,1
5397,107778,"03879 Perez Ports, Lake Dean",Single-Family,251152.57,3995,1975,Concrete,,0,0
5398,107779,"87440 Guerrero Road, Normanville",Condo,698710.68,3520,2022,Wood,,1,0
5399,107787,"0907 Kevin Turnpike Apt. 522, South Erin",Multi-Family,372877.46,997,1991,Brick,,1,0
5400,107824,"4033 Hess Forges, West Natashaton",Townhouse,695321.39,3440,1981,Wood,,1,0
5401,107831,"36181 Jeffrey Skyway, East Jeffreyton",Townhouse,380278.69,1716,1988,Steel,,0,1
5402,107840,"88780 Jennifer Shores Suite 771, Victoriaville",Condo,187567.12,812,2007,Concrete,,1,1
5403,107849,"4779 Diane Bridge, North Samantha",Multi-Family,644492.31,1104,2006,Steel,,0,0
5404,107890,"86587 Jackson Shoal, West Justin",Multi-Family,679737.68,2806,2016,Wood,,0,0
5405,107915,"1322 Cobb Circles Suite 859, Brianland",Multi-Family,781921.76,3185,1978,Wood,,1,1
5406,107935,"904 Lewis Crossroad, Port Corey",Apartment,619439.84,3812,1988,Steel,,0,1
5407,107953,"760 Murphy Junction, East Douglas",Single-Family,556661.71,4735,1985,Wood,,1,0
5408,107960,"603 April Expressway, North Christopher",Single-Family,277734.12,1599,1988,Brick,,0,1
5409,107970,"750 Amanda Corners Suite 417, Lake Kennethville",Apartment,660291.86,2432,2009,Wood,,1,1
5410,107972,"83502 Ho Route, Catherineborough",Condo,503552.51,1596,2015,Brick,,1,0
5411,107993,"81120 Charlene Bridge Apt. 192, South Johnshire",Apartment,758571.24,4780,1996,Wood,,0,0
5412,108015,"016 Mosley Ridges, Lake Parker",Apartment,585667.24,1643,2012,Concrete,,0,1
5413,108082,"47754 Tammy Turnpike Apt. 052, Huertachester",Condo,732994.8,3184,2015,Concrete,,1,0
5414,108099,"58375 Robles Island, West Mackenzie",Condo,244143.36,4354,2025,Wood,,0,1
5415,108103,"67977 Tyler Divide, Palmerville",Condo,577291.58,4969,1960,Wood,,1,0
5416,108220,"329 Kelly Fall, Lake Sandraside",Townhouse,158442.95,2789,2000,Brick,,0,1
5417,108246,"4717 Smith Mission Apt. 704, New Jenna",Townhouse,478175.66,3729,1957,Brick,,1,0
5418,108291,"6408 Smith Dale, Kerriborough",Apartment,158291.55,978,1965,Brick,,0,1
5419,108340,"735 Gabriel Rue Suite 500, West Terriview",Townhouse,237448.88,4600,1956,Brick,,1,1
5420,108353,"809 Jones Green Suite 443, Lake Keith",Apartment,357327.6,1062,2009,Steel,,1,0
5421,108357,"48591 Brenda Village Suite 417, Cynthiashire",Condo,428639.96,4014,2017,Concrete,,0,1
5422,108361,"9592 Cruz Meadows Suite 084, North Williamborough",Single-Family,642464.25,2987,1990,Wood,,0,1
5423,108375,"25714 Patel Loaf, New Jessica",Apartment,485247.62,1584,1968,Wood,,0,1
5424,108389,"856 Brenda Branch Suite 569, Jenniferborough",Condo,512765.29,4633,1986,Concrete,,0,1
5425,108443,"14450 Chan Stream, Lake Davidmouth",Condo,397184.12,1845,1996,Steel,,0,0
5426,108449,"18139 Tamara Trail, Obrientown",Multi-Family,715438.64,4882,1961,Wood,,0,0
5427,108462,"26241 Ronald Port, East Carolynview",Apartment,771656.27,3379,1998,Steel,,1,1
5428,108494,"9732 Huber Orchard Apt. 117, Bretthaven",Multi-Family,735370.91,1295,2002,Brick,,1,0
5429,108540,"740 Dodson Grove Apt. 333, North Alexander",Multi-Family,722457.36,2605,2000,Concrete,,1,1
5430,108572,"0608 Stewart Ramp Suite 430, Snyderview",Townhouse,712081.25,4602,1950,Concrete,,0,1
5431,108581,"491 Andrew Fords Suite 698, New Mark",Townhouse,217073.18,2694,1979,Brick,,0,1
5432,108586,"760 Lynn Bypass Suite 364, Ebonyshire",Apartment,642341.6,3645,2001,Brick,,1,0
5433,108628,"34356 Blanchard Trail Suite 363, South Micheleton",Single-Family,733946.54,2223,2009,Wood,,1,0
5434,108648,"2530 Evans Harbors, Port Elizabeth",Condo,331321.81,3707,2016,Brick,,0,0
5435,108682,"6117 Evans Greens, North Kendra",Single-Family,193106.25,867,2014,Steel,,1,1
5436,108716,"2830 Atkins Rapid, Carlaside",Multi-Family,681534.93,3562,1953,Steel,,0,0
5437,108826,"98806 Williams Pike, South Justinbury",Townhouse,725664.55,3143,1996,Concrete,,1,1
5438,108855,"595 Gomez Brook Suite 886, East Williamfurt",Condo,421181.87,4111,2020,Steel,,0,0
5439,108858,"9818 Shields Extensions, Bakerview",Multi-Family,269576.4,2663,1962,Wood,,0,1
5440,108891,"294 Lopez Canyon, Kleinburgh",Apartment,612138.65,4440,1991,Steel,,0,0
5441,108897,"16754 Dixon Burgs, Jacquelinehaven",Multi-Family,219143.09,2124,1970,Brick,,0,1
5442,108907,"3475 Sarah Fall Apt. 540, Lake Sierrafort",Townhouse,500804.03,4084,2023,Wood,,1,1
5443,108928,"03011 Lee Isle, Jacksonland",Single-Family,307381.09,1406,2006,Steel,,0,0
5444,108966,"97564 Russell Mountain Suite 387, West Margaret",Townhouse,474965.69,4990,1972,Wood,,1,0
5445,109034,"591 Gonzales Turnpike, South Christinetown",Multi-Family,569091.87,2689,2016,Concrete,,0,1
5446,109035,"803 Timothy Path, East Lorrainechester",Multi-Family,628229.37,826,1988,Concrete,,1,1
5447,109047,"1375 Bishop Forks, East Patricia",Condo,528511.7,2115,1976,Brick,,0,1
5448,109074,"534 Veronica Neck Apt. 682, Port Marissa",Single-Family,179314.79,1520,1972,Wood,,1,1
5449,109082,"071 Christopher Cove, Lake Heatherfurt",Condo,618617.72,1836,2011,Wood,,1,1
5450,109103,"459 Barbara Stravenue, North Kristina",Single-Family,675059.02,2457,1996,Wood,,0,0
5451,109121,"5644 Dennis Locks, Jeremyview",Single-Family,724837.28,4602,1998,Wood,,0,1
5452,109145,"766 Hayes Pass Apt. 351, West Ashleyborough",Multi-Family,567148.27,2757,2024,Brick,,0,0
5453,109171,"1900 Barbara Lock Apt. 166, East Christopherville",Townhouse,394151.82,3279,2018,Concrete,,1,1
5454,109187,"998 Eric Point, Port Mary",Multi-Family,367260.36,2645,1961,Brick,,0,1
5455,109229,"6180 Gaines Burg, New Lindsey",Multi-Family,287732.74,1189,1952,Wood,,0,1
5456,109240,"7577 Myers Estates Suite 017, New Anthony",Single-Family,498057.77,3080,1995,Steel,,1,0
5457,109311,"94189 Cameron Curve Suite 944, Ryanfurt",Multi-Family,530809.59,3493,1980,Brick,,0,0
5458,109316,"000 Justin Lock Apt. 609, Taraville",Condo,497063.74,4152,2020,Concrete,,1,1
5459,109363,"867 Jean Shores Suite 949, Houstonfort",Multi-Family,725049.87,2596,1973,Brick,,0,0
5460,109383,"03359 Lisa Drive Apt. 228, Nixonfurt",Townhouse,271333.78,2207,1961,Wood,,0,1
5461,109434,"501 Susan Drives, Lake David",Single-Family,155983.43,3481,2018,Steel,,1,0
5462,109445,"9960 Santiago Forges Suite 609, West Richardchester",Multi-Family,207147.13,2638,2008,Steel,,0,1
5463,109466,"11105 Ferguson Row Suite 142, East Rachel",Apartment,160314.98,838,1976,Concrete,,1,1
5464,109471,"8710 Gary Meadows, Pamelaburgh",Single-Family,594556.44,1329,1985,Wood,,1,1
5465,109492,"5321 Lisa Ramp, Benjaminborough",Single-Family,764354.55,2895,2011,Steel,,1,0
5466,109520,"99938 Ian Forge, Lewismouth",Apartment,380647.83,1257,1984,Wood,,1,1
5467,109542,"27902 Ashley Port, Fitzpatrickhaven",Townhouse,534817.28,2913,1991,Concrete,,0,1
5468,109546,"0536 Miller Walk, East Michelle",Single-Family,684351.18,3115,1970,Wood,,0,0
5469,109549,"21608 Turner Manors Apt. 153, Cynthiaport",Apartment,639502.51,1755,1972,Brick,,0,0
5470,109564,"7583 Kevin Crescent Suite 165, Roblesborough",Multi-Family,424013.73,1285,1951,Concrete,,0,1
5471,109615,"962 Figueroa Light Suite 453, Henrymouth",Single-Family,764080.53,3871,1969,Wood,,1,0
5472,109639,"60348 Adams Prairie Apt. 785, Fletcherville",Apartment,166764.92,1077,2018,Steel,,0,0
5473,109689,"58478 Brian Burgs Apt. 250, Jonesborough",Single-Family,271380.99,1746,2006,Wood,,1,1
5474,109690,"0314 Boyd Harbor, Travismouth",Townhouse,596443.76,2622,1952,Brick,,0,0
5475,109698,"57365 Joel Island Suite 389, Jimmyborough",Single-Family,415767.16,3872,1988,Brick,,1,0
5476,109702,"9733 Thomas Curve Suite 631, Kellyland",Apartment,159757.89,4263,2006,Steel,,0,0
5477,109716,"416 Roberts Court, Lake Kevin",Multi-Family,597981.89,1538,2002,Wood,,1,1
5478,109733,"8833 Smith Spur Suite 243, South Jane",Multi-Family,777441.57,3537,1964,Steel,,1,1
5479,109759,"12422 Brian Cove Apt. 568, Meyersbury",Townhouse,402930.35,4033,1990,Concrete,,0,1
5480,109791,"726 Brown Curve, South Lindsay",Apartment,176337.82,4338,2015,Brick,,0,1
5481,109800,"037 Michelle Mountain Suite 620, Hopkinsport",Multi-Family,453149.72,2582,2008,Steel,,1,0
5482,109817,"5872 Gina Throughway, North Erica",Townhouse,773213.2,3693,1957,Brick,,1,1
5483,109833,"56448 Amy Parkway Apt. 961, Douglaston",Condo,701033.04,2736,2025,Concrete,,1,1
5484,109849,"0890 Kent Meadow, East Jenniferberg",Townhouse,530238.33,4695,1978,Steel,,1,0
5485,109854,"98205 Sharp Inlet, New Sheryl",Multi-Family,391581.09,1255,1973,Steel,,0,1
5486,109855,"0350 Anthony Tunnel, Williamsshire",Multi-Family,169296.27,969,2002,Steel,,1,1
5487,109887,"794 Dennis Stravenue Apt. 446, East Arthur",Apartment,401578.79,2468,1968,Brick,,0,1
5488,109891,"724 Reynolds Parkway Apt. 269, Ellenmouth",Single-Family,460388.18,1104,1957,Wood,,0,1
5489,109930,"416 Sheri Turnpike Suite 386, South Karenshire",Townhouse,414646.16,1780,1997,Brick,,1,1
5490,109940,"68713 Delacruz Fork, Kingmouth",Townhouse,258374.37,3996,1971,Brick,,0,1
5491,109973,"2456 Orr Rapid, Lake Crystal",Multi-Family,433260.09,1907,1990,Brick,,0,0
5492,109975,"936 Johnson Mews Suite 054, Lake Laurafurt",Condo,493683.44,1617,2013,Concrete,,1,0
5493,110024,"003 Joseph Forges Suite 719, Lake Jeremy",Single-Family,441944.56,1096,1993,Steel,,0,1
5494,110054,"9765 Aaron Parks Apt. 153, Thomasberg",Condo,196459.42,1301,1965,Wood,,1,0
5495,110066,"233 James Avenue, Michaelfort",Townhouse,544016.48,3622,1999,Concrete,,1,0
5496,110119,"57145 Melissa Mountains Apt. 853, South Kimberlyport",Apartment,213829.58,4096,1984,Concrete,,0,1
5497,110126,"83280 Jones Cliffs, Murrayville",Apartment,652193.49,3750,2003,Steel,,0,0
5498,110139,"998 Lozano Drive, Thomasburgh",Townhouse,605576.71,2194,1969,Brick,,1,0
5499,110145,"275 Ho Land, Shelleymouth",Multi-Family,713690.9,4598,1992,Concrete,,1,1
5500,110161,"192 Sandra Streets, Rogerburgh",Condo,479701.86,4415,1993,Brick,,0,0
5501,110165,"96138 Roberts Station Apt. 260, Cruzborough",Apartment,410299.59,3081,2015,Steel,,0,1
5502,110177,"0599 Nguyen Common, West Marc",Condo,420875.21,2631,2020,Steel,,1,0
5503,110186,"2202 Jennings Flats Suite 939, Shannonburgh",Condo,522899.26,2000,1996,Steel,,0,0
5504,110219,"84894 Kyle Station Suite 019, Mooreberg",Single-Family,228614.36,1494,2015,Steel,,1,0
5505,110291,"85628 Harrison Brooks, West Kevin",Condo,687587.8,1783,1971,Brick,,1,1
5506,110301,"63159 Abigail Lakes, West Susanburgh",Single-Family,490602.57,1225,1999,Steel,,1,1
5507,110305,"128 Brittany Ford Suite 656, Lake Adriennemouth",Condo,510191.91,1547,2008,Steel,,0,0
5508,110328,"5225 Sandra Ridge Suite 512, Port David",Apartment,698083.16,1575,1967,Wood,,1,1
5509,110344,"7707 Ronald Cliff Suite 452, East Amandastad",Condo,278557.4,1343,2011,Wood,,0,1
5510,110349,"6009 David Green Suite 165, West Patricia",Multi-Family,454411.64,1530,1976,Wood,,1,0
5511,110362,"5968 Olsen Falls Suite 808, Lake Miguelmouth",Townhouse,677701.02,3121,1974,Wood,,0,0
5512,110373,"47087 Robert Square Apt. 264, Masonchester",Townhouse,394467.54,4260,1986,Brick,,1,0
5513,110393,"8096 Jonathan Park, Barbaraburgh",Townhouse,575447.18,1033,2007,Concrete,,1,1
5514,110396,"22634 Martin Spur, Sharonview",Single-Family,412133.52,3537,1975,Wood,,1,0
5515,110401,"470 Monica Rest Suite 079, West Tracyshire",Multi-Family,151114.77,3214,1995,Steel,,0,1
5516,110417,"212 Howard Mission, New Jeffrey",Condo,688066.27,4869,1961,Brick,,0,1
5517,110429,"84892 Bryan Lock Apt. 246, Port Davidberg",Apartment,784090.91,2365,1967,Brick,,1,0
5518,110435,"9773 Lopez Square Suite 131, Lake William",Apartment,243988.65,4805,1955,Brick,,0,0
5519,110456,"7417 Mary Drive Apt. 825, Wongville",Townhouse,223839.14,1285,2015,Steel,,1,0
5520,110496,"01486 Rachel Lodge, Lake Loristad",Condo,324934.92,4110,1966,Concrete,,1,0
5521,110513,"428 Tammy Crossing, North Christian",Single-Family,249420.57,1816,1980,Concrete,,1,0
5522,110519,"894 Lawson Forges Apt. 814, Juarezbury",Multi-Family,216220.05,3792,2011,Wood,,1,0
5523,110526,"51353 Todd Street, West Gloria",Apartment,202613.26,1317,1972,Wood,,1,1
5524,110577,"87354 Garcia Passage, Lake Brandimouth",Condo,393682.04,2515,1978,Concrete,,0,1
5525,110599,"68316 Catherine Fork, Allisonshire",Multi-Family,724487.55,4462,1951,Steel,,1,0
5526,110623,"403 Gordon Ramp, New Leslieberg",Single-Family,459584.22,4587,1986,Wood,,1,1
5527,110649,"2609 Mullins Mission Apt. 193, East Robert",Condo,195696.85,3702,1980,Wood,,1,0
5528,110659,"47783 Wayne Corners, North Aaronbury",Single-Family,647164.2,3369,1962,Steel,,0,1
5529,110676,"101 Tran Lake, West Sarah",Condo,767336.5,1385,1956,Wood,,1,1
5530,110690,"365 Vargas Station Apt. 396, South Peter",Single-Family,273931.78,1959,2009,Concrete,,0,1
5531,110704,"42102 Martin Island Suite 647, Lake George",Townhouse,712579.2,4037,1972,Brick,,1,0
5532,110727,"0479 Garcia Flat, Ruizmouth",Single-Family,439930.0,1111,2003,Wood,,1,0
5533,110729,"47490 Thomas Streets, Mosleystad",Condo,670913.86,1878,2014,Wood,,1,0
5534,110787,"01398 Rachel Street, West Samuelbury",Multi-Family,328251.66,2624,2022,Steel,,0,1
5535,110801,"493 Mariah Courts Apt. 188, North Roy",Multi-Family,773245.45,1359,1985,Steel,,0,1
5536,110802,"3617 Erin Tunnel Apt. 215, Beltranmouth",Condo,502717.54,3409,2017,Steel,,1,0
5537,110830,"1503 Dominic Garden Apt. 608, Kirkside",Apartment,746425.77,1697,1999,Steel,,1,0
5538,110838,"4371 Pruitt Valley, East Austinmouth",Townhouse,705481.13,3129,2008,Steel,,1,1
5539,110840,"9199 Merritt Radial Suite 541, Ramirezshire",Multi-Family,745093.48,4703,1962,Wood,,1,1
5540,110843,"545 Robin Brooks Suite 811, East Amy",Single-Family,689330.36,3046,2000,Wood,,1,1
5541,110897,"542 Mary Square, Charlesside",Multi-Family,515406.21,1635,1958,Wood,,0,0
5542,110905,"169 Ryan Place Suite 303, North Tinashire",Single-Family,622940.52,4750,2010,Concrete,,0,1
5543,110912,"19146 Oliver Crossing, Stevenhaven",Single-Family,595567.86,4242,2006,Brick,,0,0
5544,110918,"6680 Gonzalez Islands Apt. 627, Karaburgh",Condo,437753.7,3345,1969,Steel,,1,0
5545,110956,"9824 Williams Glens Apt. 099, Lake Robert",Single-Family,206492.36,3190,1953,Steel,,1,1
5546,110968,"267 Tracy Locks, Judithton",Single-Family,636558.51,3672,1987,Brick,,0,1
5547,110973,"74153 Stokes Street, Lake Kentchester",Single-Family,285287.1,826,1998,Steel,,0,0
5548,111041,"61241 Stephens Roads, Johnsonport",Single-Family,527663.92,4777,2019,Steel,,0,0
5549,111049,"43209 Sellers Plains, Port Adam",Single-Family,340067.84,1984,1998,Brick,,1,0
5550,111129,"39279 Hays Rue Suite 217, Brooketon",Condo,486957.6,911,1953,Brick,,0,1
5551,111132,"5336 Smith Square, West Aliciaborough",Apartment,768083.12,3900,2011,Wood,,1,0
5552,111162,"261 Manning Lights, Gomezbury",Apartment,312436.37,4136,1978,Concrete,,0,0
5553,111188,"79636 Garza Center Suite 422, South Latoya",Single-Family,352009.76,2301,1983,Concrete,,0,1
5554,111193,"289 Martin Light, Christopherstad",Condo,178200.55,4677,2016,Concrete,,0,0
5555,111207,"142 Tiffany Stream Apt. 884, Port Gregorystad",Townhouse,568088.01,3585,2002,Steel,,0,0
5556,111224,"38504 Meyers Springs Apt. 133, Loganton",Condo,430020.76,3395,2002,Concrete,,1,1
5557,111226,"88592 Cordova Crossroad, Alexanderborough",Apartment,484206.08,916,1968,Wood,,1,1
5558,111248,"795 Schneider Shore, Dawnland",Apartment,286102.92,1771,2013,Steel,,0,1
5559,111262,"759 Atkins Creek, New Brandiville",Townhouse,203861.65,828,2025,Steel,,1,0
5560,111286,"796 Robert Heights, West Rebecca",Condo,295201.44,3149,2008,Wood,,1,1
5561,111310,"995 Brown Ferry Apt. 648, Bryanstad",Multi-Family,425358.07,1809,2016,Concrete,,1,0
5562,111314,"03566 Jonathan Mount, Port Anthonyberg",Apartment,535315.06,2978,2007,Concrete,,1,0
5563,111333,"922 Mckinney Mill, Port Sarah",Single-Family,733871.99,2011,1995,Wood,,0,1
5564,111335,"75685 Dean Ferry Apt. 774, Port Natalie",Townhouse,178456.33,1354,1991,Brick,,0,1
5565,111344,"55559 Riggs Port, Raymondland",Multi-Family,285109.31,4577,1966,Steel,,0,0
5566,111346,"99583 David Lake, Rebeccaberg",Apartment,427977.78,2106,1998,Concrete,,0,1
5567,111391,"16758 Cynthia Union, Schaeferland",Single-Family,192263.0,4291,1957,Steel,,0,1
5568,111434,"8781 Perez Summit, Lake Waynetown",Single-Family,523600.94,1720,1982,Steel,,1,0
5569,111441,"0389 Alicia Estate Suite 588, Leeland",Multi-Family,487464.72,2433,1953,Wood,,0,0
5570,111467,"48037 Wade Crest Suite 261, East Catherine",Multi-Family,443182.57,4691,1994,Brick,,1,0
5571,111491,"0987 Ashley Points Apt. 638, New Ryan",Apartment,241008.05,3788,2009,Wood,,1,1
5572,111499,"3415 Wilkerson Ranch Apt. 098, West Samanthaview",Townhouse,231227.38,4456,2004,Brick,,1,0
5573,111552,"3489 Alexander Estates, Fuentesside",Condo,712928.66,3563,1972,Steel,,1,1
5574,111614,"83074 Leon Cliffs Suite 856, Tylerfort",Multi-Family,209853.08,2239,1992,Wood,,1,1
5575,111633,"284 Melissa Manors, New Loganberg",Townhouse,746770.81,1466,2020,Concrete,,1,1
5576,111673,"524 Carey Throughway, Janiceberg",Single-Family,638786.72,3009,2023,Concrete,,0,1
5577,111708,"41079 Mcgee Estate Apt. 153, Woodwardton",Single-Family,432675.0,3237,1951,Wood,,0,1
5578,111709,"1949 Taylor Plaza Apt. 164, Lake Victorialand",Multi-Family,188015.51,1548,1959,Wood,,0,1
5579,111751,"775 Smith Key, Damonburgh",Single-Family,303501.6,1865,1960,Steel,,0,1
5580,111773,"5033 Timothy Road, Port Alex",Townhouse,555473.43,3899,2022,Concrete,,0,0
5581,111786,"75964 James Points, New Jaredtown",Multi-Family,307655.57,1581,1989,Brick,,0,1
5582,111788,"43997 Jeremy Path, New Walter",Single-Family,179913.95,3331,1972,Steel,,1,1
5583,111797,"283 Peterson Trace Apt. 551, Florestown",Townhouse,301621.27,2058,1957,Brick,,1,0
5584,111802,"8777 Lopez Points Apt. 858, Lindaport",Apartment,242387.45,2817,2016,Brick,,0,0
5585,111815,"45420 Thomas Port Suite 968, New Michael",Multi-Family,647050.85,4856,2013,Concrete,,0,1
5586,111844,"381 Ford Square, East Christopherton",Single-Family,393750.98,972,1961,Brick,,1,1
5587,111869,"8764 Allen Avenue, Kennethport",Townhouse,795525.93,3349,2009,Wood,,1,1
5588,111872,"337 Davis Haven Suite 776, South Theresafort",Apartment,156322.38,3702,1970,Steel,,1,0
5589,111898,"213 Clark Corner Apt. 525, Brucemouth",Apartment,700828.38,2195,2019,Wood,,1,0
5590,111901,"77686 Brittney Camp, Wilsonburgh",Townhouse,267812.32,2825,1966,Steel,,0,0
5591,111903,"9500 Hale Squares, Port Jennifer",Multi-Family,781750.33,1012,1963,Brick,,1,0
5592,111921,"798 Smith Mission, Michelleville",Single-Family,430548.33,2831,1996,Steel,,0,1
5593,111922,"2695 Ramirez Corners Suite 125, Gilbertville",Condo,746613.1,1422,1978,Steel,,1,0
5594,111927,"361 Salazar Mountain, West Samuelville",Townhouse,591987.74,4637,1975,Concrete,,1,1
5595,111954,"35441 Maddox Meadows Apt. 368, New Joshuachester",Townhouse,728432.6,2750,1954,Wood,,0,0
5596,111955,"4691 Davis Drive Suite 348, New Robertborough",Apartment,710227.4,2817,1987,Steel,,0,1
5597,111962,"4297 Michael Island Suite 943, Sheilaside",Condo,252780.99,3119,2008,Steel,,0,0
5598,111996,"17458 Kimberly Pike, Sherrystad",Condo,340591.24,4512,1965,Concrete,,1,0
5599,112013,"4424 Chad Union, Teresaland",Condo,503411.61,3393,2014,Steel,,0,0
5600,112015,"865 Hannah Heights, West Carlafort",Multi-Family,241792.53,3159,1965,Wood,,1,0
5601,112070,"923 Huffman Fall Suite 209, Kyleland",Townhouse,628074.55,2605,1980,Concrete,,0,0
5602,112084,"07656 Paul Crest Apt. 136, Lake Brandon",Condo,219557.24,2673,1990,Wood,,1,0
5603,112088,"25591 Kelly Meadows Apt. 773, West Bethchester",Townhouse,252122.46,3602,1990,Brick,,1,0
5604,112091,"901 Barron Trace, East Connor",Multi-Family,385587.57,3198,1976,Brick,,0,1
5605,112136,"20633 Brooke Corner, New Amanda",Multi-Family,350266.73,3853,2001,Brick,,0,0
5606,112146,"71070 Nancy Inlet Suite 934, New Jennifer",Apartment,203822.71,1532,2003,Wood,,1,0
5607,112181,"0770 Branch Rest, East Amanda",Condo,298900.38,2518,2004,Steel,,0,1
5608,112182,"1420 Janet Corners Suite 841, Yorkstad",Single-Family,386766.95,3720,1971,Brick,,0,0
5609,112194,"472 Allison Cliffs, East Amandaburgh",Multi-Family,659282.92,4612,1968,Steel,,1,1
5610,112196,"02077 Green Lights, Jessicastad",Multi-Family,443481.61,3678,1974,Wood,,0,0
5611,112205,"423 Wendy Hills Suite 400, Aaronville",Single-Family,770069.17,4916,2020,Steel,,0,0
5612,112218,"038 Burton Underpass Apt. 334, Cohenmouth",Townhouse,500811.94,2157,1991,Wood,,0,1
5613,112261,"332 Hayes Motorway Suite 992, Bauerbury",Apartment,225665.85,3742,1996,Wood,,1,0
5614,112270,"57963 Jimenez Glen Suite 141, Michaelshire",Condo,773235.05,2711,1969,Steel,,1,1
5615,112272,"997 Jacobs Flat Suite 592, West Travis",Apartment,304233.01,3633,2007,Steel,,1,1
5616,112318,"321 Norris Oval, Chapmanborough",Multi-Family,543024.87,4516,1952,Brick,,1,1
5617,112333,"6474 Christopher Road, South Thomasport",Condo,219111.2,2392,2015,Steel,,0,0
5618,112352,"045 Rowe Prairie, Bernardtown",Condo,370859.87,2481,1967,Wood,,0,0
5619,112362,"937 Sandra Mills, Port Lisa",Multi-Family,611682.47,1644,1955,Steel,,1,1
5620,112375,"093 Patrick Haven, Martinburgh",Multi-Family,341467.77,3613,1980,Wood,,0,0
5621,112426,"941 Stewart Road, Sandersside",Condo,471889.37,2714,2008,Brick,,0,0
5622,112444,"6496 Jonathan Passage Apt. 239, Martinton",Single-Family,288714.13,4622,2019,Brick,,1,1
5623,112461,"2074 Thomas Oval Suite 708, Annmouth",Single-Family,277815.67,4727,1978,Wood,,1,0
5624,112475,"943 Hooper Isle Suite 003, Jamiehaven",Condo,790091.17,2498,1959,Wood,,0,0
5625,112480,"15852 Morse Underpass, Riveraside",Condo,465185.79,3142,2015,Steel,,1,0
5626,112543,"269 French Plains Apt. 463, West Robert",Multi-Family,669512.03,1386,1992,Brick,,1,0
5627,112544,"64245 Nathaniel Road, Melissaville",Single-Family,552536.51,4625,1982,Brick,,0,0
5628,112548,"4678 Sierra Land, Cooperfort",Townhouse,261771.25,1953,1995,Wood,,0,1
5629,112566,"62575 Perkins Union Apt. 928, West John",Multi-Family,306889.65,4118,2017,Concrete,,1,0
5630,112597,"7480 Barbara Extensions Apt. 403, North Nicole",Single-Family,249629.81,1551,1993,Steel,,0,0
5631,112599,"754 Kayla Islands Suite 784, West Jessicaview",Townhouse,311232.54,1161,1987,Steel,,0,1
5632,112620,"9441 Hart Brooks, Port Charlesburgh",Apartment,633069.45,2610,1953,Concrete,,1,1
5633,112630,"80399 Robert Turnpike, Sarahborough",Townhouse,556677.4,1380,2009,Brick,,0,1
5634,112660,"9006 Keller Oval, West Steven",Condo,517868.34,4847,2017,Concrete,,0,1
5635,112672,"81989 Rodriguez Pines Suite 868, Lake Patriciashire",Apartment,570613.58,2632,1992,Wood,,1,1
5636,112707,"4629 Faith Canyon Suite 989, North James",Multi-Family,744113.61,1204,1985,Concrete,,0,1
5637,112718,"7197 Cox Drive, Gilbertfurt",Condo,239500.26,1870,2022,Steel,,0,0
5638,112727,"276 Johnson Crossroad Apt. 806, Thomasview",Apartment,699226.67,4848,1970,Wood,,0,0
5639,112744,"6745 Michelle Highway Suite 651, New Joelfort",Apartment,337990.61,1381,1978,Concrete,,0,1
5640,112752,"99994 Jordan Walk, South Ricardofort",Apartment,706965.57,4563,2013,Wood,,1,0
5641,112764,"948 Hernandez Islands, East Justintown",Apartment,321403.27,2950,1954,Concrete,,1,1
5642,112785,"16306 Jordan Ville Apt. 633, Lake Jacquelineborough",Townhouse,365492.34,3492,1965,Concrete,,0,1
5643,112832,"339 Norman Islands Suite 059, Port Rita",Multi-Family,657536.03,2577,1985,Concrete,,1,0
5644,112835,"5441 Stephanie Plaza Suite 891, Ewingville",Single-Family,178367.6,4342,1988,Concrete,,1,1
5645,112843,"2743 Jennifer Pines Suite 684, Perezside",Multi-Family,596571.44,4998,1992,Wood,,1,0
5646,112864,"9719 Thompson Land Apt. 981, Lake Samanthaville",Condo,615316.02,4208,1995,Brick,,1,1
5647,112895,"0674 Bond Garden, North Brittanyburgh",Apartment,294847.62,2092,2020,Wood,,0,0
5648,112910,"239 Lewis Bypass Apt. 398, North Emilyfurt",Multi-Family,273771.5,973,1978,Wood,,1,1
5649,113000,"736 Stephen Wall, Huangside",Condo,460226.66,4511,2002,Brick,,0,0
5650,113001,"06939 Campbell Union Apt. 491, Staceyburgh",Apartment,235846.72,1742,1973,Steel,,1,1
5651,113009,"7814 Bell Dale, Brianport",Multi-Family,220322.12,4313,1978,Concrete,,0,0
5652,113037,"82621 George Mission Suite 667, New Derrickside",Single-Family,208437.92,1265,2007,Steel,,1,0
5653,113041,"6545 Eric Lodge, Mitchellland",Townhouse,403407.39,3572,1953,Wood,,0,0
5654,113042,"087 Edgar Plaza Apt. 203, Christineberg",Condo,336904.1,3877,1986,Wood,,0,1
5655,113061,"547 Nicole Lodge Suite 257, West Selena",Apartment,384873.13,4859,2005,Brick,,1,0
